Name,Sector,Gender,Number,Percentage
שלומי,יהודי,זכר,14,0.02
שליו,יהודי,זכר,155,0.24
שלם,יהודי,זכר,6,0.01
שלמה,יהודי,זכר,477,0.73
שמואל,יהודי,זכר,534,0.82
שמעון,יהודי,זכר,469,0.72
שמעיה,יהודי,זכר,9,0.01
שמשון,יהודי,זכר,24,0.04
שניאור,יהודי,זכר,110,0.17
פאטמה,ערבי,נקבה,197,1.16
שאם,ערבי,נקבה,193,1.14
ריתאל,ערבי,נקבה,191,1.13
רימאס,ערבי,נקבה,172,1.02
סארה,ערבי,נקבה,156,0.92
תאלין,ערבי,נקבה,143,0.84
זינה,ערבי,נקבה,138,0.82
ג'ורי,ערבי,נקבה,137,0.81
סלמא,ערבי,נקבה,103,0.61
פרח,ערבי,נקבה,97,0.57
שהד,ערבי,נקבה,91,0.54
לארין,ערבי,נקבה,87,0.51
זינב,ערבי,נקבה,79,0.47
דארין,ערבי,נקבה,75,0.44
תאליה,ערבי,נקבה,73,0.43
ביאן,ערבי,נקבה,71,0.42
נדא,ערבי,נקבה,71,0.42
נדין,ערבי,נקבה,69,0.41
אסמא,ערבי,נקבה,64,0.38
ריתאג,ערבי,נקבה,63,0.37
ריתאג',ערבי,נקבה,62,0.37
רגד,ערבי,נקבה,62,0.37
רים,ערבי,נקבה,62,0.37
אלאא,ערבי,נקבה,60,0.35
עאישה,ערבי,נקבה,59,0.35
היבא,ערבי,נקבה,58,0.34
סגא,ערבי,נקבה,56,0.33
תאליא,ערבי,נקבה,56,0.33
סירין,ערבי,נקבה,54,0.32
רואיה,ערבי,נקבה,54,0.32
איאת,ערבי,נקבה,51,0.3
קמר,ערבי,נקבה,51,0.3
חנאן,ערבי,נקבה,48,0.28
רימא,ערבי,נקבה,48,0.28
לוגין,ערבי,נקבה,48,0.28
חדיגה,ערבי,נקבה,47,0.28
תלין,ערבי,נקבה,46,0.27
מונא,ערבי,נקבה,45,0.27
אמנה,ערבי,נקבה,45,0.27
אמירה,ערבי,נקבה,44,0.26
תסנים,ערבי,נקבה,43,0.25
ג'נאת,ערבי,נקבה,42,0.25
סלמה,ערבי,נקבה,42,0.25
רזאן,ערבי,נקבה,41,0.24
סדיל,ערבי,נקבה,41,0.24
רסיל,ערבי,נקבה,40,0.24
למיס,ערבי,נקבה,40,0.24
דאניה,ערבי,נקבה,38,0.22
חנין,ערבי,נקבה,38,0.22
רואה,ערבי,נקבה,37,0.22
סואר,ערבי,נקבה,37,0.22
רחמה,ערבי,נקבה,37,0.22
ביילסאן,ערבי,נקבה,35,0.21
סיבא,ערבי,נקבה,35,0.21
הדיל,ערבי,נקבה,35,0.21
דועאא,ערבי,נקבה,34,0.2
אסראא,ערבי,נקבה,34,0.2
רנים,ערבי,נקבה,34,0.2
רוסול,ערבי,נקבה,33,0.19
ג'אנה,ערבי,נקבה,32,0.19
שימאא,ערבי,נקבה,32,0.19
ג'ואן,ערבי,נקבה,32,0.19
מאסה,ערבי,נקבה,32,0.19
שמס,ערבי,נקבה,31,0.18
רתיל,ערבי,נקבה,31,0.18
רינאד,ערבי,נקבה,31,0.18
מסק,ערבי,נקבה,30,0.18
הודא,ערבי,נקבה,30,0.18
סנא,ערבי,נקבה,29,0.17
לינא,ערבי,נקבה,28,0.17
נרמין,ערבי,נקבה,28,0.17
ג'ינא,ערבי,נקבה,28,0.17
סבא,ערבי,נקבה,27,0.16
הנא,ערבי,נקבה,26,0.15
רוקיה,ערבי,נקבה,26,0.15
ספא,ערבי,נקבה,26,0.15
גינא,ערבי,נקבה,26,0.15
סונדוס,ערבי,נקבה,25,0.15
לרין,ערבי,נקבה,25,0.15
מייסם,ערבי,נקבה,25,0.15
בושרא,ערבי,נקבה,25,0.15
רואן,ערבי,נקבה,25,0.15
רנא,ערבי,נקבה,24,0.14
סדין,ערבי,נקבה,24,0.14
יקין,ערבי,נקבה,24,0.14
סדן,ערבי,נקבה,24,0.14
ג'ודי,ערבי,נקבה,23,0.14
ג'זל,ערבי,נקבה,23,0.14
בסמה,ערבי,נקבה,23,0.14
נגם,ערבי,נקבה,23,0.14
מראם,ערבי,נקבה,23,0.14
מרווה,ערבי,נקבה,23,0.14
באנה,ערבי,נקבה,23,0.14
מירנא,ערבי,נקבה,22,0.13
וופא,ערבי,נקבה,22,0.13
ראמה,ערבי,נקבה,22,0.13
אילאף,ערבי,נקבה,22,0.13
סלין,ערבי,נקבה,22,0.13
אבראר,ערבי,נקבה,22,0.13
אריג',ערבי,נקבה,21,0.12
סידרא,ערבי,נקבה,21,0.12
מהא,ערבי,נקבה,21,0.12
יומנא,ערבי,נקבה,21,0.12
אסינאת,ערבי,נקבה,21,0.12
מנאר,ערבי,נקבה,20,0.12
חיאת,ערבי,נקבה,20,0.12
נאדיה,ערבי,נקבה,20,0.12
סוג'וד,ערבי,נקבה,20,0.12
אינס,ערבי,נקבה,19,0.11
רנין,ערבי,נקבה,19,0.11
טיבה,ערבי,נקבה,19,0.11
חביבה,ערבי,נקבה,19,0.11
עליה,ערבי,נקבה,18,0.11
נואל,ערבי,נקבה,18,0.11
בתול,ערבי,נקבה,18,0.11
אמינה,ערבי,נקבה,18,0.11
נבאא,ערבי,נקבה,18,0.11
לימאר,ערבי,נקבה,18,0.11
סלסביל,ערבי,נקבה,17,0.1
גודי,ערבי,נקבה,17,0.1
לוג'ין,ערבי,נקבה,17,0.1
יוסרא,ערבי,נקבה,17,0.1
מרח,ערבי,נקבה,17,0.1
דיאלא,ערבי,נקבה,17,0.1
חלימה,ערבי,נקבה,16,0.09
דאנה,ערבי,נקבה,16,0.09
סמירה,ערבי,נקבה,16,0.09
סמאח,ערבי,נקבה,16,0.09
אחלאם,ערבי,נקבה,16,0.09
דינא,ערבי,נקבה,16,0.09
חור,ערבי,נקבה,16,0.09
שניר,יהודי,זכר,18,0.03
שראל,יהודי,זכר,5,0.01
שרבל,ערבי,זכר,22,2.15
שרגא,יהודי,זכר,14,0.02
שריה,יהודי,זכר,5,0.01
שריף,ערבי,זכר,19,0.11
תאופיק,ערבי,זכר,28,0.16
תאמר,ערבי,זכר,32,0.18
תבור,יהודי,זכר,17,0.03
תדהר,יהודי,זכר,6,0.01
תובל,יהודי,זכר,5,0.01
תומאס,יהודי,זכר,8,0.01
תומי,יהודי,זכר,6,0.01
מיריל,ערבי,נקבה,9,0.9
ג'ולי,ערבי,נקבה,8,0.8
לורד,ערבי,נקבה,8,0.8
מריאן,ערבי,נקבה,5,0.5
סילינה,ערבי,נקבה,5,0.5
ג'וליה,ערבי,נקבה,5,0.5
ג'ולין,ערבי,נקבה,5,0.5
תיאו,יהודי,זכר,8,0.01
תייסיר,ערבי,זכר,16,0.09
תים,ערבי,זכר,15,0.08
ליא,ערבי,נקבה,8,0.72
